CUST_NO_y,VTG,AGETIER
7033289.4,2 th,31-40 th
7035642.6,11-15 th,31-40 th
7099062.4,2 th,21-30 th
7138306.4,2 th,21-30 th
7139656.0,2 th,31-40 th
7180308.6,2 th,31-40 th
7185659.4,2 th,31-40 th
7165441.2,2 th,21-30 th
7166175.8,2 th,21-30 th
7214303.6,2 th,21-30 th
7275686.6,2 th,21-30 th
7333231.0,2 th,21-30 th
7340754.8,2 th,21-30 th
7364376.6,2 th,21-30 th
7388195.0,1 th,31-40 th
7384568.4,1 th,21-30 th
7392360.0,1 th,21-30 th
7383146.2,1 th,21-30 th
7404408.0,1 th,31-40 th
7407172.6,1 th,31-40 th
7431544.6,1 th,21-30 th
7452961.4,1 th,21-30 th
7455149.0,1 th,31-40 th
7481637.6,1 th,21-30 th
7530229.0,1 th,21-30 th
7577608.6,1 th,21-30 th
7592628.6,1 th,31-40 th
7641700.2,1 th,21-30 th
7616896.6,1 th,21-30 th
7619488.0,1 th,21-30 th
7673225.2,1 th,21-30 th
7736325.4,1 th,31-40 th
7708527.2,1 th,21-30 th
7753357.2,1 th,41-50 th
7766632.8,1 th,21-30 th
7766910.6,1 th,21-30 th
7841176.2,1 th,21-30 th
7816218.8,1 th,31-40 th
2906693.8,16-20 th,31-40 th
2742127.2,16-20 th,41-50 th
2493261.4,16-20 th,41-50 th
2114082.4,16-20 th,31-40 th
2096650.4,16-20 th,31-40 th
1582196.6,16-20 th,51-65 th
1421934.0,16-20 th,41-50 th
783855.8,> 20 th,41-50 th
623297.4,> 20 th,41-50 th
282063.8,> 20 th,51-65 th
2692200.8,16-20 th,31-40 th
2572806.2,16-20 th,51-65 th
2435665.0,16-20 th,31-40 th
2327459.4,16-20 th,31-40 th
2149062.0,16-20 th,31-40 th
2048986.2,16-20 th,51-65 th
2012992.4,> 20 th,51-65 th
935871.6,> 20 th,41-50 th
663941.6,> 20 th,51-65 th
166477.4,> 20 th,41-50 th
3081698.8,16-20 th,41-50 th
3187654.0,16-20 th,41-50 th
3480211.6,11-15 th,31-40 th
3528708.4,11-15 th,31-40 th
3619218.4,11-15 th,31-40 th
3677186.8,11-15 th,31-40 th
3774455.2,11-15 th,31-40 th
3848434.8,11-15 th,21-30 th
3909693.0,16-20 th,31-40 th
3941650.8,11-15 th,31-40 th
3943706.8,11-15 th,21-30 th
3947411.6,11-15 th,31-40 th
3973473.4,11-15 th,31-40 th
4010700.8,11-15 th,31-40 th
4066330.0,11-15 th,41-50 th
4119698.6,11-15 th,41-50 th
4158601.2,11-15 th,21-30 th
4242716.2,6-10 th,31-40 th
4313315.2,6-10 th,21-30 th
4340079.8,6-10 th,31-40 th
4291895.6,6-10 th,41-50 th
4361115.0,6-10 th,31-40 th
4419666.4,6-10 th,31-40 th
4439364.2,6-10 th,21-30 th
4433586.6,6-10 th,31-40 th
4386603.8,6-10 th,41-50 th
4471141.4,11-15 th,31-40 th
4516418.0,6-10 th,31-40 th
4542286.8,6-10 th,31-40 th
4556207.8,6-10 th,21-30 th
4538790.0,6-10 th,21-30 th
4659134.4,6-10 th,21-30 th
4652511.6,6-10 th,21-30 th
4643861.2,6-10 th,41-50 th
4656437.0,6-10 th,21-30 th
4600402.4,6-10 th,21-30 th
4667596.4,6-10 th,41-50 th
4723045.0,6-10 th,31-40 th
4748243.6,6-10 th,21-30 th
4747093.0,6-10 th,21-30 th
4744253.8,6-10 th,21-30 th
4707203.6,6-10 th,31-40 th
4704773.6,6-10 th,31-40 th
4784584.8,6-10 th,31-40 th
4769377.4,6-10 th,31-40 th
4827981.2,6-10 th,31-40 th
4852799.2,6-10 th,31-40 th
4794891.8,6-10 th,21-30 th
4805527.2,6-10 th,21-30 th
4860780.0,6-10 th,31-40 th
4860793.6,6-10 th,31-40 th
4910039.0,6-10 th,31-40 th
4912949.2,6-10 th,21-30 th
4921996.2,6-10 th,31-40 th
4957748.0,6-10 th,31-40 th
4961638.6,6-10 th,41-50 th
4960367.6,6-10 th,31-40 th
4955830.0,6-10 th,21-30 th
4951804.2,6-10 th,21-30 th
5004897.2,6-10 th,31-40 th
4995273.2,6-10 th,51-65 th
5021449.2,6-10 th,21-30 th
4990262.4,6-10 th,21-30 th
4990911.2,6-10 th,21-30 th
5039470.6,6-10 th,21-30 th
5046266.0,6-10 th,51-65 th
5108979.6,6-10 th,41-50 th
5066192.4,6-10 th,31-40 th
5122890.2,6-10 th,31-40 th
5191670.8,6-10 th,21-30 th
5181934.0,6-10 th,31-40 th
5199979.2,6-10 th,21-30 th
5296432.2,6-10 th,21-30 th
5339318.8,16-20 th,41-50 th
5353795.6,6-10 th,21-30 th
5314599.0,6-10 th,51-65 th
5413407.4,6-10 th,31-40 th
5440690.4,6-10 th,21-30 th
5477913.2,6-10 th,41-50 th
5494519.4,6-10 th,51-65 th
5457398.6,6-10 th,51-65 th
5458885.0,6-10 th,21-30 th
5471638.2,6-10 th,31-40 th
5514826.0,6-10 th,31-40 th
5526147.6,6-10 th,31-40 th
5527746.8,6-10 th,31-40 th
5583946.4,6-10 th,31-40 th
5573173.4,6-10 th,21-30 th
5540738.6,6-10 th,31-40 th
5600817.4,6-10 th,21-30 th
5633181.6,6-10 th,21-30 th
5619022.6,6-10 th,21-30 th
5615238.4,6-10 th,21-30 th
5663273.2,6-10 th,21-30 th
5701946.6,5 th,21-30 th
5705562.0,5 th,21-30 th
5693562.2,5 th,21-30 th
5706253.0,5 th,21-30 th
5690296.8,5 th,31-40 th
5677451.4,6-10 th,21-30 th
5769119.6,5 th,21-30 th
5793715.2,5 th,31-40 th
5753645.4,5 th,31-40 th
5799129.8,5 th,21-30 th
5840339.8,5 th,31-40 th
5849584.0,5 th,21-30 th
5822556.2,5 th,21-30 th
5830013.2,5 th,21-30 th
5830554.4,5 th,21-30 th
5827937.6,5 th,31-40 th
5881708.0,6-10 th,21-30 th
5929075.6,5 th,21-30 th
5920818.4,5 th,21-30 th
5901941.2,5 th,21-30 th
5890867.2,5 th,31-40 th
5939813.4,5 th,21-30 th
5986054.4,5 th,21-30 th
5991812.8,5 th,41-50 th
5963248.2,5 th,21-30 th
6012013.8,5 th,31-40 th
6009775.0,5 th,21-30 th
6006576.8,5 th,21-30 th
6038388.2,5 th,21-30 th
6031768.4,5 th,21-30 th
6076655.0,5 th,21-30 th
6087342.2,5 th,21-30 th
6143576.4,4 th,31-40 th
6171321.8,4 th,21-30 th
6183508.8,4 th,31-40 th
6204462.8,4 th,31-40 th
6192624.8,4 th,21-30 th
6234766.0,4 th,21-30 th
6259372.6,4 th,21-30 th
6319885.0,4 th,31-40 th
6315900.4,4 th,31-40 th
6340837.4,4 th,31-40 th
6410347.0,4 th,31-40 th
6410173.2,4 th,21-30 th
6427762.2,4 th,21-30 th
6444126.0,4 th,21-30 th
6481301.2,4 th,21-30 th
6452817.8,4 th,41-50 th
6527574.6,4 th,31-40 th
6590146.0,3 th,21-30 th
6568727.4,3 th,21-30 th
6567370.2,3 th,31-40 th
6654456.2,3 th,31-40 th
6667496.0,3 th,21-30 th
6660775.2,3 th,21-30 th
6626457.4,3 th,31-40 th
6634850.2,3 th,21-30 th
6722391.8,3 th,21-30 th
6688369.4,3 th,21-30 th
6762521.2,3 th,21-30 th
6768334.4,3 th,21-30 th
6791350.0,3 th,21-30 th
6833894.0,3 th,21-30 th
6873503.8,3 th,31-40 th
6928721.2,3 th,21-30 th
6944309.8,3 th,21-30 th
6942140.8,3 th,31-40 th
6986483.2,2 th,21-30 th
6988046.2,2 th,21-30 th
6966366.0,2 th,51-65 th
6995613.4,2 th,21-30 th
6998924.4,2 th,21-30 th
7084881.0,2 th,21-30 th
7138218.2,2 th,31-40 th
7113266.4,2 th,21-30 th
7200341.2,2 th,21-30 th
7170910.6,2 th,21-30 th
7203352.2,2 th,21-30 th
7223813.6,2 th,21-30 th
7227016.8,2 th,31-40 th
7282544.8,2 th,41-50 th
7296418.6,2 th,21-30 th
7293944.8,2 th,21-30 th
7300860.2,2 th,21-30 th
7276461.2,2 th,31-40 th
7273097.8,2 th,41-50 th
7368486.4,2 th,21-30 th
7408710.6,1 th,21-30 th
7408947.4,1 th,51-65 th
7434364.6,1 th,21-30 th
7418839.0,1 th,31-40 th
7501385.4,1 th,31-40 th
7502211.6,1 th,41-50 th
7530098.0,1 th,31-40 th
7515990.8,1 th,41-50 th
7594042.6,1 th,31-40 th
7564908.2,1 th,41-50 th
7600166.8,1 th,21-30 th
7631884.6,1 th,21-30 th
7647604.4,1 th,41-50 th
7673444.2,1 th,21-30 th
7666916.6,1 th,31-40 th
7724703.4,1 th,31-40 th
7721517.2,1 th,21-30 th
7806902.2,1 th,21-30 th
3017182.6,16-20 th,41-50 th
2947996.6,16-20 th,51-65 th
2329078.0,16-20 th,41-50 th
2335583.6,16-20 th,41-50 th
2180089.8,16-20 th,31-40 th
2170491.4,16-20 th,41-50 th
2047556.6,16-20 th,31-40 th
1857721.0,16-20 th,41-50 th
1414089.8,16-20 th,51-65 th
1304743.2,> 20 th,31-40 th
1156334.6,> 20 th,31-40 th
752325.6,> 20 th,41-50 th
679644.4,> 20 th,41-50 th
659213.8,> 20 th,51-65 th
3004218.4,16-20 th,21-30 th
2809974.2,16-20 th,31-40 th
2598233.6,16-20 th,41-50 th
2155458.0,16-20 th,51-65 th
1693589.6,16-20 th,51-65 th
1659191.2,16-20 th,41-50 th
1391299.8,16-20 th,51-65 th
629980.4,> 20 th,31-40 th
385398.4,> 20 th,51-65 th
154418.2,> 20 th,41-50 th
3057349.6,16-20 th,31-40 th
3144387.4,16-20 th,41-50 th
3195943.0,16-20 th,41-50 th
3258279.0,11-15 th,31-40 th
3264095.6,11-15 th,21-30 th
3234549.2,> 20 th,41-50 th
3372083.2,11-15 th,31-40 th
3377414.4,16-20 th,41-50 th
3393340.8,11-15 th,41-50 th
3420642.4,11-15 th,41-50 th
3467246.0,11-15 th,31-40 th
3546544.6,11-15 th,31-40 th
3632120.0,11-15 th,31-40 th
3631447.0,11-15 th,31-40 th
3739332.6,11-15 th,31-40 th
3843382.6,11-15 th,21-30 th
3848923.8,11-15 th,41-50 th
3936654.8,11-15 th,31-40 th
4049858.4,16-20 th,51-65 th
4060868.0,11-15 th,31-40 th
4077829.2,11-15 th,31-40 th
4119941.2,11-15 th,21-30 th
4188190.0,11-15 th,21-30 th
4218658.0,11-15 th,31-40 th
4251921.2,6-10 th,21-30 th
4305737.8,6-10 th,51-65 th
4352211.4,6-10 th,31-40 th
4326017.0,6-10 th,31-40 th
4405662.0,6-10 th,21-30 th
4447554.0,6-10 th,41-50 th
4395572.2,6-10 th,31-40 th
4509881.6,6-10 th,31-40 th
4559199.0,6-10 th,41-50 th
4487475.4,6-10 th,21-30 th
4485143.0,6-10 th,21-30 th
4505575.8,6-10 th,31-40 th
4561355.2,6-10 th,31-40 th
4634107.6,6-10 th,31-40 th
4628241.0,6-10 th,31-40 th
4621184.4,6-10 th,21-30 th
4660118.2,6-10 th,21-30 th
4660484.6,6-10 th,21-30 th
4640819.4,6-10 th,21-30 th
4732462.2,6-10 th,31-40 th
4828488.0,6-10 th,41-50 th
4834661.2,6-10 th,31-40 th
4867051.6,6-10 th,21-30 th
4932143.8,6-10 th,21-30 th
4929411.4,6-10 th,21-30 th
4897070.0,6-10 th,31-40 th
4964271.2,6-10 th,21-30 th
5039459.4,6-10 th,41-50 th
5098873.0,6-10 th,31-40 th
5131282.0,6-10 th,21-30 th
5166589.8,6-10 th,21-30 th
5185523.2,6-10 th,31-40 th
5183889.4,6-10 th,41-50 th
5185551.2,6-10 th,51-65 th
5191268.8,6-10 th,31-40 th
5192311.8,6-10 th,21-30 th
5151456.2,6-10 th,21-30 th
5217997.6,6-10 th,31-40 th
5207491.4,6-10 th,21-30 th
5254843.8,6-10 th,21-30 th
5244834.8,6-10 th,21-30 th
5238003.0,6-10 th,41-50 th
5284130.0,6-10 th,21-30 th
5324362.2,6-10 th,21-30 th
5332378.8,6-10 th,51-65 th
5341197.6,6-10 th,21-30 th
5400333.6,6-10 th,21-30 th
5417451.0,6-10 th,21-30 th
5443357.0,6-10 th,31-40 th
5435817.6,6-10 th,51-65 th
5501598.8,6-10 th,31-40 th
5528893.4,6-10 th,51-65 th
5516397.6,6-10 th,21-30 th
5564595.2,6-10 th,21-30 th
5557826.6,6-10 th,21-30 th
5552036.8,6-10 th,41-50 th
5582485.2,6-10 th,21-30 th
5603688.2,6-10 th,21-30 th
5699278.4,5 th,21-30 th
5723016.0,5 th,21-30 th
5716915.2,5 th,21-30 th
5728644.0,5 th,31-40 th
5675537.0,6-10 th,41-50 th
5741149.8,5 th,31-40 th
5737563.8,5 th,21-30 th
5776154.6,5 th,21-30 th
5754486.2,5 th,21-30 th
5815071.2,5 th,21-30 th
5799707.0,5 th,21-30 th
5801366.0,5 th,31-40 th
5833890.6,5 th,21-30 th
5859928.2,5 th,21-30 th
5820845.0,5 th,21-30 th
5832392.4,5 th,21-30 th
5925784.6,5 th,21-30 th
5899549.4,5 th,21-30 th
5899727.2,5 th,21-30 th
5948639.4,5 th,21-30 th
6003691.4,5 th,31-40 th
5991570.6,5 th,21-30 th
5960841.2,5 th,21-30 th
5962843.2,5 th,31-40 th
6033801.4,5 th,21-30 th
6068578.8,5 th,21-30 th
6126496.8,4 th,21-30 th
6118802.2,4 th,31-40 th
6191118.6,4 th,21-30 th
6250370.8,4 th,21-30 th
6261973.6,4 th,21-30 th
6301157.4,4 th,21-30 th
6317968.2,4 th,21-30 th
6323446.8,4 th,21-30 th
6353902.4,4 th,21-30 th
6405836.8,4 th,31-40 th
6394232.6,4 th,21-30 th
6475157.0,6-10 th,31-40 th
6468525.2,4 th,31-40 th
6527415.2,4 th,21-30 th
6513841.4,4 th,21-30 th
6520019.6,4 th,21-30 th
6563139.6,3 th,21-30 th
6590082.0,3 th,21-30 th
6605082.8,3 th,21-30 th
6715925.6,3 th,31-40 th
6682574.0,3 th,21-30 th
6762655.4,3 th,41-50 th
6757408.6,3 th,21-30 th
6814329.6,3 th,21-30 th
6805128.6,3 th,21-30 th
6822124.2,3 th,21-30 th
6857359.0,3 th,21-30 th
6871214.8,3 th,21-30 th
6848437.2,3 th,21-30 th
6852033.0,3 th,21-30 th
6848658.4,3 th,31-40 th
6895438.8,3 th,21-30 th
6910776.4,3 th,21-30 th
6942022.4,3 th,21-30 th
6944999.6,3 th,31-40 th
6954869.6,3 th,21-30 th
7105864.4,2 th,21-30 th
7135238.2,2 th,41-50 th
7132940.4,2 th,31-40 th
7142907.6,2 th,21-30 th
7147381.2,2 th,31-40 th
7120701.4,2 th,21-30 th
7158860.4,2 th,21-30 th
7159657.4,2 th,31-40 th
7165473.4,6-10 th,21-30 th
7164548.0,2 th,21-30 th
7214802.2,2 th,21-30 th
7203320.4,2 th,21-30 th
7231703.8,2 th,21-30 th
7240320.8,2 th,21-30 th
7249527.2,2 th,31-40 th
7223087.4,2 th,21-30 th
7261808.8,2 th,21-30 th
7293298.6,2 th,21-30 th
7275968.4,2 th,31-40 th
7314576.0,2 th,21-30 th
7314030.0,6-10 th,51-65 th
7356288.4,2 th,21-30 th
7439598.2,1 th,21-30 th
7427952.0,1 th,21-30 th
7424551.8,1 th,21-30 th
7462874.8,1 th,21-30 th
7497797.2,1 th,31-40 th
7514888.8,1 th,31-40 th
7530753.8,1 th,21-30 th
7534691.6,1 th,51-65 th
7519112.2,1 th,21-30 th
7580610.2,1 th,21-30 th
7679682.8,1 th,21-30 th
7688766.0,1 th,21-30 th
7669331.0,1 th,31-40 th
7701604.0,1 th,31-40 th
7739149.8,1 th,21-30 th
7736488.2,1 th,21-30 th
7715918.8,1 th,21-30 th
7718651.6,1 th,21-30 th
7744478.8,1 th,21-30 th
7775838.4,1 th,21-30 th
7758601.4,1 th,21-30 th
7756752.2,1 th,21-30 th
7797965.0,1 th,21-30 th
7825358.8,1 th,21-30 th
7811209.2,1 th,21-30 th
2611193.2,16-20 th,41-50 th
2322590.4,16-20 th,31-40 th
2027722.8,16-20 th,41-50 th
1661328.2,16-20 th,31-40 th
1495370.4,> 20 th,51-65 th
1304906.8,> 20 th,41-50 th
955495.6,> 20 th,41-50 th
683513.2,> 20 th,51-65 th
332688.6,> 20 th,41-50 th
2909012.6,16-20 th,31-40 th
2727998.8,16-20 th,31-40 th
2700764.2,16-20 th,41-50 th
2694352.4,16-20 th,51-65 th
2561864.4,16-20 th,31-40 th
2338025.6,16-20 th,51-65 th
2316770.8,16-20 th,41-50 th
2289535.6,16-20 th,51-65 th
2169066.6,16-20 th,31-40 th
2040441.0,16-20 th,41-50 th
1443801.8,> 20 th,51-65 th
774436.6,> 20 th,41-50 th
198023.2,> 20 th,21-30 th
3281846.0,11-15 th,21-30 th
3329102.6,11-15 th,31-40 th
3358164.6,11-15 th,31-40 th
3411723.8,11-15 th,41-50 th
3493106.4,11-15 th,41-50 th
3638327.0,11-15 th,41-50 th
3789283.6,11-15 th,31-40 th
3862014.2,11-15 th,31-40 th
3926907.4,11-15 th,31-40 th
3962439.8,11-15 th,21-30 th
4032976.6,11-15 th,31-40 th
4045163.8,11-15 th,31-40 th
4125788.8,11-15 th,31-40 th
4210354.2,11-15 th,21-30 th
4206443.8,11-15 th,41-50 th
4212854.0,11-15 th,31-40 th
4206123.6,11-15 th,21-30 th
4168227.8,11-15 th,21-30 th
4177494.4,11-15 th,31-40 th
4299225.6,6-10 th,21-30 th
4337736.0,6-10 th,31-40 th
4377876.2,6-10 th,31-40 th
4362982.8,6-10 th,31-40 th
4378498.4,6-10 th,21-30 th
4429712.6,6-10 th,31-40 th
4455734.2,6-10 th,21-30 th
4392557.4,6-10 th,31-40 th
4397584.6,6-10 th,21-30 th
4481503.6,6-10 th,41-50 th
4539936.0,6-10 th,21-30 th
4547446.2,6-10 th,21-30 th
4538010.2,6-10 th,31-40 th
4570566.4,6-10 th,21-30 th
4579878.6,6-10 th,21-30 th
4626693.4,6-10 th,21-30 th
4638750.8,6-10 th,21-30 th
4626057.0,6-10 th,31-40 th
4644568.8,6-10 th,21-30 th
4683807.2,6-10 th,31-40 th
4734550.0,6-10 th,31-40 th
4714592.4,6-10 th,31-40 th
4710717.4,6-10 th,31-40 th
4824505.8,6-10 th,31-40 th
4831343.4,6-10 th,31-40 th
4823566.2,6-10 th,31-40 th
4863798.2,6-10 th,31-40 th
4928670.6,6-10 th,21-30 th
4900028.0,6-10 th,21-30 th
4956569.8,6-10 th,21-30 th
4994258.4,6-10 th,31-40 th
5003294.6,6-10 th,21-30 th
5033849.6,6-10 th,31-40 th
5043034.6,6-10 th,41-50 th
5085911.4,6-10 th,21-30 th
5105756.4,6-10 th,21-30 th
5106466.0,6-10 th,31-40 th
5070105.6,6-10 th,21-30 th
5076233.0,6-10 th,21-30 th
5069229.8,6-10 th,21-30 th
5064437.8,6-10 th,21-30 th
5130761.0,6-10 th,31-40 th
5186797.4,6-10 th,21-30 th
5194039.6,6-10 th,21-30 th
5188431.6,6-10 th,21-30 th
5219866.8,6-10 th,21-30 th
5246870.4,6-10 th,21-30 th
5277857.2,6-10 th,21-30 th
5272197.4,6-10 th,21-30 th
5236812.4,6-10 th,21-30 th
5356240.2,6-10 th,21-30 th
5301206.2,6-10 th,31-40 th
5318473.8,6-10 th,21-30 th
5374194.6,6-10 th,21-30 th
5400494.2,6-10 th,21-30 th
5409519.0,6-10 th,31-40 th
5416591.2,6-10 th,21-30 th
5400394.6,6-10 th,31-40 th
5405022.0,6-10 th,31-40 th
5403902.0,6-10 th,21-30 th
5438581.4,6-10 th,21-30 th
5481939.2,6-10 th,31-40 th
5471825.2,6-10 th,21-30 th
5471904.6,6-10 th,21-30 th
5528594.6,6-10 th,21-30 th
5551545.4,6-10 th,31-40 th
5583123.8,6-10 th,41-50 th
5582641.6,6-10 th,21-30 th
5573508.4,6-10 th,31-40 th
5577200.4,6-10 th,21-30 th
5537093.8,6-10 th,21-30 th
5628426.8,6-10 th,31-40 th
5635473.6,6-10 th,21-30 th
5660708.2,6-10 th,31-40 th
5660470.8,6-10 th,41-50 th
5695948.6,5 th,31-40 th
5715653.0,5 th,21-30 th
5727234.8,5 th,21-30 th
5771235.0,5 th,31-40 th
5775760.8,5 th,21-30 th
5779614.8,5 th,21-30 th
5791787.6,5 th,21-30 th
5814126.0,5 th,21-30 th
5806422.6,5 th,31-40 th
5866360.4,5 th,21-30 th
5862983.4,5 th,21-30 th
5868343.2,5 th,21-30 th
5823280.6,5 th,21-30 th
5820706.4,5 th,21-30 th
5872890.8,5 th,21-30 th
5871376.4,5 th,41-50 th
5918079.6,5 th,21-30 th
5899779.0,5 th,31-40 th
5901234.0,5 th,21-30 th
5891938.0,5 th,21-30 th
5948595.6,5 th,21-30 th
5994833.8,5 th,21-30 th
5991798.2,5 th,21-30 th
6010277.6,5 th,31-40 th
6093619.2,5 th,21-30 th
6131355.6,4 th,21-30 th
6140306.2,4 th,31-40 th
6134073.2,4 th,21-30 th
6233886.8,4 th,21-30 th
6216220.0,4 th,21-30 th
6291749.2,4 th,21-30 th
6283108.2,4 th,21-30 th
6320920.4,4 th,31-40 th
6353458.0,4 th,21-30 th
6363143.0,4 th,21-30 th
6337902.6,4 th,21-30 th
6342508.0,4 th,31-40 th
6339187.4,4 th,41-50 th
6409488.2,4 th,21-30 th
6399891.6,4 th,21-30 th
6440497.0,4 th,21-30 th
6451363.2,4 th,31-40 th
6505816.4,4 th,21-30 th
6558450.0,3 th,21-30 th
6589396.6,3 th,21-30 th
6605119.2,3 th,21-30 th
6578589.0,3 th,21-30 th
6576009.0,3 th,21-30 th
6615650.2,3 th,31-40 th
6635693.0,3 th,31-40 th
6632935.8,3 th,21-30 th
6699918.4,3 th,21-30 th
6713553.6,3 th,21-30 th
6740297.6,3 th,21-30 th
6746532.2,3 th,21-30 th
6738084.0,3 th,21-30 th
6811506.0,3 th,21-30 th
6811144.8,3 th,51-65 th
6811578.0,4 th,21-30 th
6831842.8,3 th,31-40 th
6866773.6,3 th,41-50 th
6886480.2,3 th,31-40 th
6918160.8,3 th,21-30 th
6932658.0,3 th,31-40 th
6989869.6,2 th,41-50 th
7025977.8,2 th,21-30 th
7012543.6,2 th,21-30 th
7081011.4,2 th,21-30 th
7075669.4,2 th,31-40 th
7095282.0,2 th,21-30 th
7072188.2,2 th,21-30 th
7150511.0,2 th,21-30 th
7164212.2,2 th,21-30 th
7205007.8,2 th,21-30 th
7209917.8,2 th,21-30 th
7204549.6,2 th,31-40 th
7211372.0,2 th,21-30 th
7252459.2,2 th,41-50 th
7259004.4,2 th,21-30 th
7302825.4,2 th,21-30 th
7269514.4,2 th,21-30 th
7308264.6,2 th,21-30 th
7340710.2,2 th,21-30 th
7383877.2,1 th,21-30 th
7373683.8,2 th,31-40 th
7433856.8,1 th,21-30 th
7449179.2,1 th,21-30 th
7461549.4,1 th,21-30 th
7478555.6,1 th,21-30 th
7485713.8,1 th,21-30 th
7495789.0,1 th,21-30 th
7528096.0,1 th,21-30 th
7530380.0,1 th,51-65 th
7517163.8,1 th,21-30 th
7582006.2,1 th,21-30 th
7582207.2,1 th,21-30 th
7576835.0,1 th,21-30 th
7587970.4,1 th,21-30 th
7574248.0,1 th,21-30 th
7572149.0,1 th,21-30 th
7632966.0,1 th,21-30 th
7681466.8,1 th,21-30 th
7673077.0,1 th,31-40 th
7686238.2,1 th,21-30 th
7691044.2,1 th,51-65 th
7696217.4,1 th,41-50 th
7741951.8,1 th,21-30 th
7754042.6,1 th,21-30 th
7789367.6,1 th,21-30 th
7839552.6,1 th,51-65 th
3024141.2,16-20 th,41-50 th
2911079.8,16-20 th,41-50 th
2924343.8,16-20 th,31-40 th
2686891.8,16-20 th,41-50 th
2662449.2,16-20 th,41-50 th
1325482.6,> 20 th,51-65 th
1209127.4,> 20 th,41-50 th
1237155.6,> 20 th,41-50 th
662270.6,> 20 th,41-50 th
523497.4,> 20 th,51-65 th
450847.2,> 20 th,41-50 th
88744.0,> 20 th,21-30 th
2816820.8,> 20 th,41-50 th
2691066.6,16-20 th,41-50 th
2541631.4,16-20 th,41-50 th
2348777.2,16-20 th,51-65 th
2000846.6,16-20 th,51-65 th
1875392.2,16-20 th,21-30 th
1339550.8,16-20 th,31-40 th
1274138.8,> 20 th,51-65 th
1279694.0,> 20 th,51-65 th
1281017.6,> 20 th,51-65 th
948569.4,> 20 th,31-40 th
425561.4,> 20 th,41-50 th
6450.6,> 20 th,51-65 th
3101211.8,16-20 th,41-50 th
3135828.2,16-20 th,41-50 th
3188642.4,16-20 th,51-65 th
3157282.4,16-20 th,31-40 th
3292335.8,11-15 th,31-40 th
3340096.0,11-15 th,41-50 th
3357405.0,11-15 th,31-40 th
3357169.2,11-15 th,31-40 th
3386648.8,11-15 th,31-40 th
3585527.6,> 20 th,41-50 th
3648242.0,11-15 th,31-40 th
3668938.8,11-15 th,41-50 th
3791739.8,11-15 th,31-40 th
3858004.8,16-20 th,51-65 th
3985138.0,11-15 th,21-30 th
4008925.6,> 20 th,51-65 th
4020246.0,11-15 th,51-65 th
4064655.2,11-15 th,31-40 th
4218957.2,16-20 th,31-40 th
4181725.6,16-20 th,41-50 th
4318910.4,6-10 th,31-40 th
4324257.6,6-10 th,21-30 th
4297289.2,6-10 th,31-40 th
4361197.6,6-10 th,31-40 th
4406447.6,6-10 th,51-65 th
4467646.8,6-10 th,31-40 th
4530317.4,6-10 th,31-40 th
4524230.8,6-10 th,41-50 th
4513490.2,6-10 th,41-50 th
4524470.0,6-10 th,31-40 th
4537115.2,6-10 th,21-30 th
4505920.0,6-10 th,31-40 th
4575258.2,6-10 th,21-30 th
4640378.2,6-10 th,31-40 th
4640029.2,6-10 th,31-40 th
4681966.6,6-10 th,21-30 th
4721396.2,6-10 th,41-50 th
4728912.6,6-10 th,51-65 th
4746273.8,6-10 th,21-30 th
4828730.8,6-10 th,31-40 th
4840361.4,6-10 th,21-30 th
4846878.4,6-10 th,21-30 th
4873043.6,6-10 th,21-30 th
4860837.6,6-10 th,31-40 th
4935481.4,6-10 th,31-40 th
4964104.0,6-10 th,31-40 th
4958613.6,6-10 th,31-40 th
5012290.6,6-10 th,21-30 th
4995131.6,6-10 th,41-50 th
5017340.0,6-10 th,51-65 th
4990084.4,6-10 th,21-30 th
5044640.6,6-10 th,31-40 th
5051435.6,6-10 th,21-30 th
5126614.4,6-10 th,21-30 th
5172945.2,6-10 th,21-30 th
5145672.6,6-10 th,21-30 th
5200485.8,6-10 th,21-30 th
5261073.2,6-10 th,31-40 th
5220933.0,6-10 th,31-40 th
5229123.0,6-10 th,31-40 th
5234299.2,6-10 th,21-30 th
5222139.8,6-10 th,21-30 th
5288123.6,6-10 th,21-30 th
5287953.2,6-10 th,21-30 th
5328631.2,6-10 th,31-40 th
5323269.6,6-10 th,41-50 th
5319345.2,6-10 th,31-40 th
5410969.0,6-10 th,21-30 th
5431972.6,6-10 th,21-30 th
5417358.0,6-10 th,21-30 th
5417410.8,6-10 th,31-40 th
5382412.6,6-10 th,21-30 th
5448203.8,6-10 th,41-50 th
5451866.8,6-10 th,21-30 th
5475619.0,6-10 th,21-30 th
5489134.4,6-10 th,41-50 th
5492715.2,6-10 th,21-30 th
5528099.6,6-10 th,21-30 th
5583089.6,6-10 th,21-30 th
5571205.8,11-15 th,31-40 th
5530592.2,6-10 th,31-40 th
5626780.2,6-10 th,21-30 th
5656801.2,6-10 th,31-40 th
5619794.4,6-10 th,21-30 th
5659157.2,6-10 th,31-40 th
5669651.0,6-10 th,21-30 th
5710596.6,5 th,31-40 th
5736495.2,5 th,21-30 th
5730270.4,5 th,21-30 th
5775156.8,5 th,21-30 th
5791022.2,5 th,21-30 th
5788693.4,5 th,21-30 th
5795165.0,5 th,31-40 th
5759773.8,5 th,21-30 th
5809854.4,5 th,21-30 th
